timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,pcie_gen_current,pcie_width_current,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons
2025-10-09T16:26:13,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,64,e2e,250000,1,1.0479,1.0479,57.321,54.7,0,NA,NA,NA,NA,56.0,NA
2025-10-09T16:26:14,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,64,e2e,250000,1.0,1.0430,1.0430,57.299,54.9,0,NA,NA,NA,NA,56.0,NA
2025-10-09T16:26:15,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,64,e2e,250000,1.0,1.0433,1.0433,57.325,54.9,0,NA,NA,NA,NA,56.0,NA
2025-10-09T16:26:16,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,64,e2e,250000,1.0,1.0434,1.0434,57.575,55.2,0,NA,NA,NA,NA,56.0,NA
2025-10-09T16:26:17,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,64,e2e,250000,1.0,1.0500,1.0500,57.489,54.8,0,NA,NA,NA,NA,56.0,NA
2025-10-09T16:26:23,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,96,e2e,131072,1.0,1.8977,1.8977,103.980,54.8,0,NA,NA,NA,NA,55.0,NA
2025-10-09T16:26:25,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,96,e2e,131072,1.0,1.9162,1.9162,105.538,55.1,0,NA,NA,NA,NA,56.0,NA
2025-10-09T16:26:27,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,96,e2e,131072,1.0,1.9174,1.9174,105.593,55.1,0,NA,NA,NA,NA,55.0,NA
2025-10-09T16:26:29,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,96,e2e,131072,1.0,1.9164,1.9164,105.343,55.0,0,NA,NA,NA,NA,55.0,NA
2025-10-09T16:26:30,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,96,e2e,131072,1.0,1.9168,1.9168,105.314,54.9,0,NA,NA,NA,NA,55.0,NA
