timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,pcie_gen_current,pcie_width_current,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons
2025-10-10T12:35:04,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,64,e2e,250000,1,1.8344,1.8344,198.923,108.4,0,NA,NA,NA,NA,45.2,NA
2025-10-10T12:35:06,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,64,e2e,250000,1.0,1.8359,1.8359,199.067,108.4,0,NA,NA,NA,NA,45.5,NA
2025-10-10T12:35:07,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,64,e2e,250000,1.0,1.8358,1.8358,199.338,108.6,0,NA,NA,NA,NA,45.2,NA
2025-10-10T12:35:09,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,64,e2e,250000,1.0,1.8287,1.8287,198.371,108.5,0,NA,NA,NA,NA,45.2,NA
2025-10-10T12:35:11,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,64,e2e,250000,1.0,1.8306,1.8306,198.554,108.5,0,NA,NA,NA,NA,45.2,NA
2025-10-10T12:35:15,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,96,e2e,131072,1.0,1.2964,1.2964,167.410,129.1,0,NA,NA,NA,NA,47.8,NA
2025-10-10T12:35:16,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,96,e2e,131072,1.0,1.2980,1.2980,167.655,129.2,0,NA,NA,NA,NA,48.0,NA
2025-10-10T12:35:18,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,96,e2e,131072,1.0,1.3016,1.3016,168.141,129.2,0,NA,NA,NA,NA,48.0,NA
2025-10-10T12:35:19,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,96,e2e,131072,1.0,1.2972,1.2972,167.564,129.2,0,NA,NA,NA,NA,48.2,NA
2025-10-10T12:35:20,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,96,e2e,131072,1.0,1.3615,1.3615,175.789,129.1,0,NA,NA,NA,NA,48.0,NA
2025-10-10T12:35:24,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,128,e2e,65536,1.0,1.0794,1.0794,152.927,141.7,0,NA,NA,NA,NA,50.4,NA
2025-10-10T12:35:25,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,128,e2e,65536,1.0,1.0475,1.0475,149.559,142.8,0,NA,NA,NA,NA,50.5,NA
2025-10-10T12:35:26,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,128,e2e,65536,1.0,1.0487,1.0487,149.776,142.8,0,NA,NA,NA,NA,50.6,NA
2025-10-10T12:35:27,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,128,e2e,65536,1.0,1.0496,1.0496,149.582,142.5,0,NA,NA,NA,NA,50.8,NA
2025-10-10T12:35:28,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,128,e2e,65536,1.0,1.0483,1.0483,149.418,142.5,0,NA,NA,NA,NA,50.8,NA
2025-10-10T12:35:33,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,160,e2e,65536,1.0,1.8870,1.8870,272.393,144.4,0,NA,NA,NA,NA,51.8,NA
2025-10-10T12:35:35,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,160,e2e,65536,1.0,1.9024,1.9024,274.523,144.3,0,NA,NA,NA,NA,51.8,NA
2025-10-10T12:35:37,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,160,e2e,65536,1.0,1.9023,1.9023,274.275,144.2,0,NA,NA,NA,NA,51.8,NA
2025-10-10T12:35:39,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,160,e2e,65536,1.0,1.9329,1.9329,278.117,143.9,0,NA,NA,NA,NA,51.6,NA
2025-10-10T12:35:41,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,160,e2e,65536,1.0,1.8964,1.8964,274.520,144.8,0,NA,NA,NA,NA,52.0,NA
2025-10-10T12:35:45,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,192,e2e,32768,1.0,1.3693,1.3693,205.850,150.3,0,NA,NA,NA,NA,53.2,NA
2025-10-10T12:35:47,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,192,e2e,32768,1.0,1.3643,1.3643,205.284,150.5,0,NA,NA,NA,NA,53.2,NA
2025-10-10T12:35:48,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,192,e2e,32768,1.0,1.3598,1.3598,204.508,150.4,0,NA,NA,NA,NA,53.2,NA
2025-10-10T12:35:49,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,192,e2e,32768,1.0,1.3612,1.3612,204.835,150.5,0,NA,NA,NA,NA,53.2,NA
2025-10-10T12:35:51,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,192,e2e,32768,1.0,1.3638,1.3638,204.951,150.3,0,NA,NA,NA,NA,53.2,NA
2025-10-10T12:35:54,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,224,e2e,16384,1.0,1.0848,1.0848,NA,NA,0,NA,NA,NA,NA,53.2,NA
2025-10-10T12:35:55,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,224,e2e,16384,1.0,1.0669,1.0669,160.938,150.8,0,NA,NA,NA,NA,53.5,NA
2025-10-10T12:35:56,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,224,e2e,16384,1.0,1.0695,1.0695,161.057,150.6,0,NA,NA,NA,NA,53.5,NA
2025-10-10T12:35:57,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,224,e2e,16384,1.0,1.0696,1.0696,161.015,150.5,0,NA,NA,NA,NA,53.5,NA
2025-10-10T12:35:58,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,224,e2e,16384,1.0,1.0672,1.0672,160.839,150.7,0,NA,NA,NA,NA,53.5,NA
2025-10-10T12:36:03,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,256,e2e,16384,1.0,1.5729,1.5729,236.983,150.7,0,NA,NA,NA,NA,53.8,NA
2025-10-10T12:36:04,rock-tobefilledbyoem,AMD Ryzen Threadripper 3970X 32-Core Processor,256,e2e,16384,1.0,1.5766,1.5766,237.591,150.7,0,NA,NA,NA,NA,53.8,NA
