timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,pcie_gen_current,pcie_width_current,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons
2025-10-10T21:18:50,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,64,e2e,250000,1,0.9835,0.9835,79.150,80.5,1,NA,NA,NA,NA,72.0,NA
2025-10-10T21:18:51,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,64,e2e,250000,1.0,0.9852,0.9852,79.046,80.2,1,NA,NA,NA,NA,72.0,NA
2025-10-10T21:18:52,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,64,e2e,250000,1.0,0.9851,0.9851,78.220,79.4,1,NA,NA,NA,NA,72.0,NA
2025-10-10T21:18:53,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,64,e2e,250000,1.0,0.9852,0.9852,79.024,80.2,1,NA,NA,NA,NA,72.0,NA
2025-10-10T21:18:54,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,64,e2e,250000,1.0,0.9851,0.9851,79.273,80.5,1,NA,NA,NA,NA,72.0,NA
2025-10-10T21:18:59,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,96,e2e,131072,1.0,1.8122,1.8122,141.930,78.3,0,NA,NA,NA,NA,71.0,NA
2025-10-10T21:19:01,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,96,e2e,131072,1.0,1.8001,1.8001,144.256,80.1,0,NA,NA,NA,NA,71.0,NA
2025-10-10T21:19:03,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,96,e2e,131072,1.0,1.7999,1.7999,142.737,79.3,0,NA,NA,NA,NA,71.0,NA
2025-10-10T21:19:05,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,96,e2e,131072,1.0,1.8111,1.8111,142.624,78.8,0,NA,NA,NA,NA,71.0,NA
2025-10-10T21:19:06,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,96,e2e,131072,1.0,1.8105,1.8105,142.582,78.8,0,NA,NA,NA,NA,71.0,NA
2025-10-10T21:19:11,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,128,e2e,131072,1.0,1.6481,1.6481,255.557,155.1,0,NA,NA,NA,NA,74.0,NA
2025-10-10T21:19:13,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,128,e2e,131072,1.0,1.6478,1.6478,254.942,154.7,0,NA,NA,NA,NA,74.0,NA
2025-10-10T21:19:15,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,128,e2e,131072,1.0,1.6472,1.6472,254.612,154.6,0,NA,NA,NA,NA,74.0,NA
2025-10-10T21:19:16,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,128,e2e,131072,1.0,1.6478,1.6478,255.422,155.0,0,NA,NA,NA,NA,74.0,NA
2025-10-10T21:19:18,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,128,e2e,131072,1.0,1.6468,1.6468,251.890,153.0,0,NA,NA,NA,NA,74.0,NA
2025-10-10T21:19:22,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,160,e2e,65536,1.0,1.3612,1.3612,219.842,161.5,0,NA,NA,NA,NA,76.0,NA
2025-10-10T21:19:23,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,160,e2e,65536,1.0,1.3682,1.3682,215.818,157.7,0,NA,NA,NA,NA,76.0,NA
2025-10-10T21:19:25,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,160,e2e,65536,1.0,1.3631,1.3631,219.545,161.1,0,NA,NA,NA,NA,76.0,NA
2025-10-10T21:19:26,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,160,e2e,65536,1.0,1.3677,1.3677,216.115,158.0,0,NA,NA,NA,NA,76.0,NA
2025-10-10T21:19:27,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,160,e2e,65536,1.0,1.3654,1.3654,216.260,158.4,0,NA,NA,NA,NA,76.0,NA
2025-10-10T21:19:33,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,192,e2e,65536,1.0,1.9257,1.9257,318.794,165.5,0,NA,NA,NA,NA,78.0,NA
